model;dt;re-plan after #timesteps;planning horizon;v_min [m/s];v_max [m/s];a_min [m/s^2];a_max [m/s^2];delta_min [radians];delta_max [radians];v_delta_min [radians/s];v_delta_max [radians/s];road name;road completion;objective value;avg solve time;max solve time;min solve time;url animation;url stats
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.94%;minimize_offset_from_reference_path: -6779.69;9.05ms;19.91ms;1.75ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.88%;minimize_offset_from_reference_path: -2711.89;3.73ms;9.20ms;0.73ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.92%;minimize_offset_from_reference_path: -2912.90;9.46ms;44.73ms;1.36ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.98%;minimize_offset_from_reference_path: -8416.00;3.67ms;15.74ms;1.16ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.96%;minimize_offset_from_reference_path: -8662.90;12.49ms;68.84ms;2.20ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;54.46%;minimize_offset_from_reference_path: -3951.62;2.93ms;8.09ms;2.48ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.98%;minimize_offset_from_reference_path: -10036.27;5.69ms;12.02ms;2.10ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.93%;minimize_offset_from_reference_path: -4698.39;2.80ms;6.01ms;0.96ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.95%;minimize_offset_from_reference_path: -4311.15;5.65ms;16.66ms;1.22ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;15.04%;minimize_offset_from_reference_path: -1840.81;3.16ms;8.88ms;2.59ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.98%;minimize_offset_from_reference_path: -10931.35;5.47ms;22.95ms;2.11ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;34.69%;minimize_offset_from_reference_path: -528.45;3.84ms;5.58ms;2.84ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.96%;minimize_offset_from_reference_path: -2103.91;6.56ms;14.17ms;1.96ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;43.40%;minimize_offset_from_reference_path: -1100.69;2.68ms;4.27ms;2.37ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;94.49%;minimize_offset_from_reference_path: -2303.38;5.38ms;7.32ms;2.31ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;52.78%;minimize_offset_from_reference_path: -1149.46;2.68ms;4.15ms;2.42ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;48.74%;minimize_offset_from_reference_path: -1038.18;5.77ms;8.04ms;5.43ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;12.06%;minimize_offset_from_reference_path: -832.50;2.77ms;3.30ms;2.50ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.97%;minimize_offset_from_reference_path: -8224.51;5.70ms;10.58ms;1.95ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.93%;minimize_offset_from_reference_path: -4418.00;2.53ms;9.23ms;1.04ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.95%;minimize_offset_from_reference_path: -4506.50;5.47ms;11.58ms;2.18ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;64.32%;minimize_offset_from_reference_path: -2492.60;2.91ms;7.12ms;2.48ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.96%;minimize_offset_from_reference_path: -4440.08;5.59ms;8.22ms;1.88ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.91%;minimize_offset_from_reference_path: -2402.84;2.11ms;3.37ms;1.00ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.90%;minimize_offset_from_reference_path: -2020.50;5.33ms;6.29ms;2.14ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;16.15%;minimize_offset_from_reference_path: -1029.34;2.08ms;3.19ms;1.62ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.96%;minimize_offset_from_reference_path: -4020.49;5.57ms;11.24ms;1.43ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;32.38%;minimize_offset_from_reference_path: -245.79;3.80ms;4.98ms;3.03ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;45.57%;minimize_offset_from_reference_path: -458.05;7.36ms;8.88ms;6.65ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;44.28%;minimize_offset_from_reference_path: -540.04;2.70ms;3.14ms;2.36ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;46.98%;minimize_offset_from_reference_path: -529.43;6.29ms;9.61ms;5.88ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;51.94%;minimize_offset_from_reference_path: -567.23;2.73ms;5.05ms;2.42ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;46.16%;minimize_offset_from_reference_path: -417.74;7.32ms;8.83ms;6.07ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;8.18%;minimize_offset_from_reference_path: -262.50;2.76ms;3.07ms;2.57ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;7.0;10;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;95.93%;minimize_offset_from_reference_path: -3496.10;5.81ms;8.82ms;2.14ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.89%;minimize_offset_from_reference_path: -2152.00;2.40ms;3.43ms;0.59ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.87%;minimize_offset_from_reference_path: -2294.09;5.79ms;11.13ms;2.01ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;2.07%;minimize_offset_from_reference_path: -47.96;3.19ms;4.25ms;2.65ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.93%;minimize_offset_from_reference_path: -911.01;6.97ms;10.74ms;1.30ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;24.92%;minimize_offset_from_reference_path: -270.00;2.49ms;3.37ms;2.29ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;55.42%;minimize_offset_from_reference_path: -564.51;6.57ms;10.02ms;5.65ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;minimize_offset_from_reference_path: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.92%;minimize_offset_from_reference_path: -1597.24;6.58ms;16.03ms;2.06ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;15.97%;minimize_offset_from_reference_path: -52.28;3.82ms;5.87ms;3.22ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;25.70%;minimize_offset_from_reference_path: -98.52;9.42ms;10.62ms;8.10ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;47.85%;minimize_offset_from_reference_path: -302.36;2.57ms;2.95ms;2.10ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;34.86%;minimize_offset_from_reference_path: -222.04;7.49ms;8.88ms;7.00ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;43.74%;minimize_offset_from_reference_path: -259.25;2.56ms;3.04ms;2.21ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;25.68%;minimize_offset_from_reference_path: -139.98;7.38ms;10.09ms;6.77ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;1.05%;minimize_offset_from_reference_path: -15.00;3.44ms;3.52ms;3.37ms;"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;14.0;20;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;10.34%;minimize_offset_from_reference_path: -176.68;8.39ms;9.81ms;7.06ms;"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.96%;minimize_control_derivatives: 23734.82;3.32ms;7.10ms;1.29ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.97%;minimize_control_derivatives: 19978.82;6.69ms;16.43ms;2.51ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;57.86%;minimize_control_derivatives: 15870066258.40;3.38ms;8.98ms;2.99ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.98%;minimize_control_derivatives: 23193.53;6.41ms;12.02ms;2.44ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.95%;minimize_control_derivatives: 8446208358.06;3.29ms;10.00ms;0.81ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.93%;minimize_control_derivatives: 54842.56;6.61ms;13.20ms;2.42ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;14.75%;minimize_control_derivatives: 3796449714.93;3.64ms;5.00ms;3.05ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Bicycle;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.98%;minimize_control_derivatives: 194811.51;6.88ms;19.48ms;1.81ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-BicycleModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
Point Mass;10.00ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;34.61%;minimize_control_derivatives: 155794.10;4.58ms;7.74ms;3.43ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-PointMassModel-24-02-2025 22:42:18/stats.pdf""; ""Stats"")"
